epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
179,8227.77,0.44088,0.41052,0.03598,0.84508,0.70486,0.75634,0.36321,0.72227,0.50491,0.06475,1.72059e-05,1.72059e-05,1.72059e-05
180,8273.39,0.46813,0.41501,0.06607,0.85849,0.69792,0.76125,0.3698,0.71742,0.50389,0.06347,1.59113e-05,1.59113e-05,1.59113e-05
181,8319.65,0.41479,0.42422,0.03402,0.86401,0.72798,0.77725,0.37865,0.70719,0.50224,0.06111,1.46747e-05,1.46747e-05,1.46747e-05
182,8365.28,0.42259,0.41178,0.04264,0.87049,0.7235,0.7706,0.37484,0.70029,0.50975,0.06061,1.34965e-05,1.34965e-05,1.34965e-05
183,8410.8,0.42012,0.40836,0.03447,0.89421,0.70442,0.77058,0.37714,0.6979,0.51011,0.06061,1.23769e-05,1.23769e-05,1.23769e-05
184,8456.88,0.40295,0.41241,0.03075,0.89509,0.69792,0.76884,0.37384,0.6961,0.51293,0.0604,1.13163e-05,1.13163e-05,1.13163e-05
185,8502.36,0.41442,0.40382,0.03408,0.87874,0.71181,0.77555,0.3746,0.69858,0.51147,0.06052,1.03149e-05,1.03149e-05,1.03149e-05
186,8547.91,0.41571,0.40792,0.03615,0.86954,0.72222,0.75963,0.36405,0.71509,0.5064,0.06295,9.37298e-06,9.37298e-06,9.37298e-06
187,8593.58,0.41121,0.40976,0.03311,0.86592,0.71875,0.76821,0.36774,0.71558,0.50415,0.06291,8.49071e-06,8.49071e-06,8.49071e-06
188,8639.09,0.40388,0.41335,0.0322,0.84834,0.73804,0.77204,0.3673,0.71225,0.50517,0.06267,7.66833e-06,7.66833e-06,7.66833e-06
189,8684.57,0.41423,0.41314,0.03629,0.85906,0.73611,0.77331,0.37205,0.71038,0.50334,0.06228,6.90605e-06,6.90605e-06,6.90605e-06
190,8730.14,0.41739,0.40509,0.03426,0.84805,0.73264,0.77587,0.36792,0.69572,0.51273,0.05982,6.20406e-06,6.20406e-06,6.20406e-06
191,8775.92,0.40579,0.41206,0.03406,0.87981,0.72222,0.77496,0.37365,0.7031,0.5096,0.06113,5.56253e-06,5.56253e-06,5.56253e-06
192,8821.49,0.42429,0.40646,0.03171,0.83486,0.74306,0.77283,0.37128,0.70391,0.51026,0.0612,4.98162e-06,4.98162e-06,4.98162e-06
193,8867.04,0.40481,0.41386,0.03781,0.86827,0.7095,0.77318,0.3743,0.70132,0.51331,0.06079,4.46147e-06,4.46147e-06,4.46147e-06
194,8912.46,0.41092,0.41161,0.03547,0.88582,0.71181,0.77754,0.37696,0.69909,0.51343,0.05988,4.00221e-06,4.00221e-06,4.00221e-06
195,8958,0.40364,0.40935,0.03398,0.88086,0.72222,0.77684,0.37446,0.70167,0.51118,0.06096,3.60396e-06,3.60396e-06,3.60396e-06
196,9003.47,0.41569,0.41288,0.03289,0.86513,0.72569,0.77447,0.37464,0.70288,0.50993,0.06091,3.26681e-06,3.26681e-06,3.26681e-06
197,9048.98,0.39594,0.40053,0.02861,0.87581,0.71875,0.77563,0.37767,0.70315,0.5093,0.06094,2.99085e-06,2.99085e-06,2.99085e-06
198,9094.47,0.40651,0.41051,0.03255,0.86195,0.73264,0.77687,0.37512,0.70645,0.50786,0.06145,2.77614e-06,2.77614e-06,2.77614e-06
199,9139.83,0.4247,0.41037,0.04312,0.86344,0.73264,0.77422,0.37459,0.70304,0.51417,0.06131,2.62274e-06,2.62274e-06,2.62274e-06
200,9185.32,0.39034,0.40496,0.03326,0.86585,0.73264,0.77676,0.37631,0.70439,0.51025,0.0611,2.53069e-06,2.53069e-06,2.53069e-06
