epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
176,7482.79,0.43616,0.43623,0.03641,0.76587,0.71875,0.74359,0.35901,0.69176,0.52078,0.05886,1.43039e-05,1.43039e-05,1.43039e-05
177,7525.18,0.45643,0.42796,0.03664,0.7936,0.70757,0.74338,0.34988,0.70136,0.51653,0.06018,1.34282e-05,1.34282e-05,1.34282e-05
178,7566.94,0.45296,0.42914,0.0372,0.79966,0.71181,0.74624,0.35573,0.68731,0.51568,0.05801,1.25866e-05,1.25866e-05,1.25866e-05
179,7608.68,0.45678,0.42549,0.03664,0.82131,0.70486,0.75276,0.35696,0.6878,0.51252,0.05829,1.17792e-05,1.17792e-05,1.17792e-05
180,7650.31,0.45097,0.41933,0.03372,0.8136,0.7123,0.75651,0.35518,0.67821,0.5179,0.05431,1.10063e-05,1.10063e-05,1.10063e-05
181,7691.98,0.44785,0.42314,0.03416,0.79571,0.72569,0.7536,0.36041,0.68321,0.50884,0.05431,1.02681e-05,1.02681e-05,1.02681e-05
182,7734.39,0.45522,0.4232,0.04025,0.80332,0.70911,0.74873,0.35893,0.67543,0.51487,0.05445,9.56474e-06,9.56474e-06,9.56474e-06
183,7776.04,0.45245,0.42182,0.03521,0.78621,0.71528,0.73817,0.35275,0.67959,0.51756,0.05501,8.89639e-06,8.89639e-06,8.89639e-06
184,7817.65,0.44875,0.42541,0.03489,0.81482,0.70833,0.73984,0.35817,0.68381,0.51576,0.05535,8.26322e-06,8.26322e-06,8.26322e-06
185,7859.45,0.46025,0.41732,0.04021,0.79757,0.70833,0.74869,0.36069,0.69357,0.50925,0.05515,7.6654e-06,7.6654e-06,7.6654e-06
186,7901.86,0.45167,0.43922,0.03662,0.79417,0.71004,0.74865,0.35687,0.69559,0.50587,0.05604,7.10307e-06,7.10307e-06,7.10307e-06
187,7943.67,0.45212,0.42658,0.03536,0.77935,0.71875,0.74327,0.34896,0.69795,0.50578,0.05698,6.57636e-06,6.57636e-06,6.57636e-06
188,7985.47,0.44027,0.42222,0.03834,0.79955,0.72569,0.75964,0.35947,0.68956,0.51497,0.05601,6.08541e-06,6.08541e-06,6.08541e-06
189,8027.28,0.43375,0.4222,0.0391,0.82589,0.71875,0.7599,0.36265,0.70188,0.50379,0.05951,5.63034e-06,5.63034e-06,5.63034e-06
190,8069.79,0.44385,0.42004,0.03534,0.80012,0.72278,0.75717,0.35806,0.68787,0.51577,0.05847,5.21127e-06,5.21127e-06,5.21127e-06
191,8111.55,0.46353,0.43297,0.03783,0.83272,0.68403,0.75798,0.3602,0.68811,0.51086,0.05831,4.82828e-06,4.82828e-06,4.82828e-06
192,8153.37,0.4487,0.42059,0.03396,0.79496,0.71349,0.75684,0.35872,0.6888,0.51036,0.05847,4.48149e-06,4.48149e-06,4.48149e-06
193,8195.31,0.45672,0.42543,0.03852,0.79652,0.72222,0.75525,0.35926,0.68903,0.51331,0.0585,4.17097e-06,4.17097e-06,4.17097e-06
194,8237.06,0.44149,0.42578,0.03768,0.80173,0.71528,0.75417,0.36174,0.69185,0.5092,0.05885,3.8968e-06,3.8968e-06,3.8968e-06
195,8278.83,0.45471,0.42132,0.0426,0.80676,0.71032,0.75488,0.35972,0.68767,0.51622,0.0581,3.65905e-06,3.65905e-06,3.65905e-06
196,8320.68,0.43889,0.4174,0.03482,0.79159,0.72917,0.75911,0.36242,0.68304,0.51815,0.05817,3.45778e-06,3.45778e-06,3.45778e-06
197,8362.32,0.43202,0.4121,0.03281,0.81066,0.71875,0.7569,0.36119,0.6839,0.51894,0.05819,3.29303e-06,3.29303e-06,3.29303e-06
198,8404.05,0.43422,0.42032,0.03334,0.81254,0.72569,0.75869,0.36088,0.69704,0.50572,0.05876,3.16485e-06,3.16485e-06,3.16485e-06
199,8445.87,0.44819,0.41426,0.04075,0.81502,0.71905,0.76051,0.36081,0.68408,0.51959,0.05801,3.07328e-06,3.07328e-06,3.07328e-06
200,8487.6,0.44297,0.43435,0.03622,0.81817,0.71868,0.75729,0.36022,0.68423,0.51783,0.05813,3.01832e-06,3.01832e-06,3.01832e-06
