epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
178,4179.68,0.54893,0.44481,0.04267,0.76141,0.67594,0.71836,0.3517,0.71072,0.50484,0.06687,2.09776e-05,2.09776e-05,2.09776e-05
179,4203.67,0.50925,0.44618,0.03783,0.74856,0.69792,0.72293,0.35573,0.71036,0.49754,0.07701,1.9632e-05,1.9632e-05,1.9632e-05
180,4227.68,0.53546,0.44717,0.03913,0.76458,0.6875,0.71634,0.34755,0.72629,0.50196,0.08115,1.83439e-05,1.83439e-05,1.83439e-05
181,4250.99,0.52935,0.44569,0.04877,0.76985,0.68056,0.71954,0.34888,0.73224,0.50268,0.07269,1.71135e-05,1.71135e-05,1.71135e-05
182,4274.19,0.52515,0.4362,0.04752,0.77599,0.67359,0.7276,0.35967,0.71362,0.50611,0.06885,1.59412e-05,1.59412e-05,1.59412e-05
183,4298.23,0.52901,0.45498,0.04091,0.77384,0.67721,0.72627,0.35618,0.71631,0.50437,0.07925,1.48273e-05,1.48273e-05,1.48273e-05
184,4321.52,0.54662,0.45652,0.03332,0.76229,0.67923,0.7124,0.34481,0.7308,0.50785,0.07109,1.3772e-05,1.3772e-05,1.3772e-05
185,4344.84,0.50565,0.44835,0.03845,0.77307,0.67361,0.71596,0.34798,0.72359,0.50924,0.0706,1.27757e-05,1.27757e-05,1.27757e-05
186,4368.14,0.53666,0.44558,0.04383,0.8083,0.65883,0.72386,0.35157,0.71293,0.51871,0.06769,1.18384e-05,1.18384e-05,1.18384e-05
187,4391.34,0.51088,0.44524,0.04106,0.76569,0.66667,0.71674,0.34927,0.70295,0.52659,0.06579,1.09606e-05,1.09606e-05,1.09606e-05
188,4414.59,0.52731,0.44373,0.04686,0.76645,0.6723,0.71765,0.35013,0.70218,0.5263,0.06668,1.01424e-05,1.01424e-05,1.01424e-05
189,4437.86,0.51592,0.44634,0.0359,0.76952,0.6724,0.72443,0.35287,0.70513,0.52191,0.06735,9.38391e-06,9.38391e-06,9.38391e-06
190,4461.22,0.52506,0.44315,0.04982,0.76676,0.67348,0.72158,0.35029,0.70428,0.52269,0.06706,8.68544e-06,8.68544e-06,8.68544e-06
191,4485.39,0.47409,0.4312,0.03928,0.78518,0.66667,0.71546,0.34946,0.69525,0.52843,0.06575,8.04714e-06,8.04714e-06,8.04714e-06
192,4508.63,0.47143,0.43435,0.03588,0.79354,0.67014,0.71872,0.34901,0.68932,0.52855,0.0625,7.46914e-06,7.46914e-06,7.46914e-06
193,4532.02,0.48493,0.44425,0.03976,0.80639,0.66526,0.71684,0.34846,0.68691,0.53215,0.06197,6.95161e-06,6.95161e-06,6.95161e-06
194,4555.41,0.49475,0.42249,0.04065,0.80286,0.66462,0.71656,0.34942,0.68515,0.537,0.06164,6.49466e-06,6.49466e-06,6.49466e-06
195,4578.83,0.48859,0.44258,0.04154,0.80591,0.66319,0.71725,0.34995,0.68027,0.53485,0.06024,6.09841e-06,6.09841e-06,6.09841e-06
196,4602.18,0.49001,0.43899,0.04264,0.81261,0.66251,0.72294,0.35497,0.68433,0.53117,0.06075,5.76296e-06,5.76296e-06,5.76296e-06
197,4625.45,0.47906,0.43488,0.03854,0.81601,0.6622,0.72602,0.35576,0.67975,0.53261,0.06037,5.48838e-06,5.48838e-06,5.48838e-06
198,4648.79,0.47278,0.43112,0.03454,0.78442,0.67014,0.72478,0.3526,0.69014,0.53221,0.06124,5.27476e-06,5.27476e-06,5.27476e-06
199,4672.36,0.48152,0.43225,0.03953,0.78782,0.66319,0.71881,0.35037,0.69125,0.53245,0.06216,5.12213e-06,5.12213e-06,5.12213e-06
200,4695.76,0.48841,0.4358,0.03655,0.78811,0.67157,0.71784,0.34977,0.69119,0.53131,0.06234,5.03053e-06,5.03053e-06,5.03053e-06
